"SKU "	"ProductName "	"Description "	"ItemType"	"MainImageURL "	"Length"	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"MSRP "	"ItemPrice "	"Width"	"TotalMetalWeight "	"earringback"	"StoneColor1 "	"StoneClarity1"	"StoneShape1"	"category"	"link"	"image_link"
"VR03769"	"10K Yellow Gold Diamond Wedding Band Set 0.26 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 8.5 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr03769-1_1_1.jpg"	""	"0.26 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"1675.0000"	"559.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6688/s/10k-white-gold-diamond-wedding-band-set-0-26-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03769-1_1_1.jpg"
"VR03769A"	"10K White Gold Diamond Wedding Band Set 0.26 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 8.5 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr03769-a_1.jpg"	""	"0.26 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1675.0000"	"559.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6689/s/10k-white-gold-diamond-wedding-band-set-0-26-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03769-a_1.jpg"
"VR04830"	"10K White Gold Diamond Wedding Band Set 0.46 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 8.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr04830-4.jpg"	""	"0.46 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1960.0000"	"654.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6690/s/10k-white-gold-diamond-wedding-band-set-0-46-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04830-4.jpg"
"VR03075"	"10K Yellow Gold Diamond Wedding Band Set 0.50 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr03075-1_2.jpg"	""	"0.50 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"1570.0000"	"524.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6691/s/10k-yellow-gold-diamond-wedding-band-set-0-26-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03075-1_2.jpg"
"VR03871"	"10K White Gold Diamond Bridal Ring Set 0.55 Ctw"	"This exquisite diamond wedding band set is crafted in 10K White Gold. The engagement ring comes with a matching womens wedding band and they are both pave set with numerous small round cut diamonds which are H in color and SI1/SI2 in clarity. The engagement ring measures to 1/4 inches in width and its wedding band measures to 1/4 inches in width as well. This set also comes with a matching mens wedding band which is also adorned with brilliant round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 9.9 grams, this finely detailed three ring wedding band set is an ideal gift at an affordable value."	"Diamond Ring Set"	"/v/r/vr03871-1_1.jpg"	""	"0.55 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"2260.0000"	"754.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6713/s/10k-white-gold-diamond-bridal-ring-set-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03871-1_1.jpg"
"VR05350"	"10K Yellow Gold Diamond Wedding Band Set 0.28 Ctw"	"This one of a kind wedding band set is handcrafted in lustrous 10K yellow gold. The engagement ring measures to 3/8 Inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and also carries small round cut diamonds. The bridal set comes with an additional mens diamond wedding band which measures to 3/16 inches in width and is highlighted with small round cut diamonds. This one of a kind three ring wedding band set weighs approximately 6.1 grams. "	"Diamond Ring Set"	"/v/r/vr05350-1_1.jpg"	""	"0.28 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"1350.0000"	"449.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6726/s/10k-yellow-gold-diamond-wedding-band-set-0-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05350-1_1.jpg"
"VR05350A"	"10K White Gold Diamond Wedding Band Set 0.28 Ctw"	"This one of a kind wedding band set is handcrafted in lustrous 10K white gold. The engagement ring measures to 3/8 Inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and also carries small round cut diamonds. The bridal set comes with an additional mens diamond wedding band which measures to 3/16 inches in width and is highlighted with small round cut diamonds. This one of a kind three ring wedding band set weighs approximately 6.1 grams. "	"Diamond Ring Set"	"/v/r/vr05350a-1_1.jpg"	""	"0.28 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1350.0000"	"449.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6727/s/10k-white-gold-diamond-wedding-band-set-0-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05350a-1_1.jpg"
"VR06427"	"10K Yellow Gold Diamond Wedding Band Set 0.90 Ctw"	"This glamorous wedding band set is handcrafted in lustrous 10K yellow gold. The engagement ring is detailed with brilliant round cut diamonds and measures to 3/8 inches in width. The matching womens wedding band is set with additional small round cut diamonds and measures to 3/16 inches in width. The bridal set comes with an additional mens diamond wedding band which measures to approximately 1/4 inches in width. This one of a kind three ring wedding band set weighs approximately 13.9 grams. "	"Diamond Ring Set"	"/v/r/vr06427-1_1.jpg"	""	"0.90 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"3375.0000"	"1125.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6728/s/10k-yellow-gold-diamond-wedding-band-set-0-90-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06427-1_1.jpg"
"VR06427A"	"10K White Gold Diamond Wedding Band Set 0.90 Ctw"	"This glamorous wedding band set is handcrafted in lustrous 10K white gold. The engagement ring is detailed with brilliant round cut diamonds and measures to 3/8 inches in width. The matching womens wedding band is set with additional small round cut diamonds and measures to 3/16 inches in width. The bridal set comes with an additional mens diamond wedding band which measures to approximately 1/4 inches in width. This one of a kind three ring wedding band set weighs approximately 13.9 grams. "	"Diamond Ring Set"	"/v/r/vr06427a-1_1.jpg"	""	"0.90 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"3375.0000"	"1129.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6729/s/10k-white-gold-wedding-band-set-0-90-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06427a-1_1.jpg"
"VR06617"	"10K White Gold Diamond Wedding Band Set 1.00 Ctw"	"This elegant wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 3/8 Inches in width and comes with a matching wedding band which measures to 1/4 inches in width. The bridal set comes with an additional mens wedding band which measures to 5/16 inches in width. Weighing approximately 11.1 grams, this three ring set is an ideal gift for both him and her. "	"Diamond Ring Set"	"/v/r/vr06617-1_1.jpg"	""	"1.00 Ctw "	""	"White"	"10K Gold"	"Micro Pave "	"2980.0000"	"994.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6776/s/10k-white-gold-diamond-wedding-band-set-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06617-1_1.jpg"
"VR04280"	"10K Yellow Gold Diamond Wedding Band Set 0.96 Ctw"	"This wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/4 inches in width. The ring comes with an additional mens matching wedding band which measures to 5/16 inches in width. Weighing approximately 9.9 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr037719-1.jpg"	""	"0.96 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"2780.0000"	"927.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6777/s/10k-yellow-gold-diamond-wedding-band-set-0-96-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr037719-1.jpg"
"VR04280A"	"10K White Gold Diamond Wedding Band Set 0.96 Ctw"	"This wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/4 inches in width. The ring comes with an additional mens matching wedding band which measures to 5/16 inches in width. Weighing approximately 9.9 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr04280-1_1.jpg"	""	"0.96 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"2780.0000"	"929.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6778/s/10k-white-gold-diamond-wedding-band-set-0-96-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04280-1_1.jpg"
"VR04272"	"10K Yellow Gold Diamond Wedding Band Set 0.74 Ctw"	"This wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/8 inches in width. The ring comes with an additional mens matching wedding band which measures to 3/16 inches in width. Weighing approximately 7.3 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr04272-1_1.jpg"	""	"0.74 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"2100.0000"	"700.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6779/s/10k-yellow-gold-diamond-wedding-band-set-0-74-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04272-1_1.jpg"
"VR04272A"	"10K White Gold Diamond Wedding Band Set 0.74 Ctw"	"This wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/8 inches in width. The ring comes with an additional mens matching wedding band which measures to 3/16 inches in width. Weighing approximately 7.3 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr04272a-1_1.jpg"	""	"0.74 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"2100.0000"	"699.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6780/s/10k-white-gold-diamond-wedding-band-set-0-74-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04272a-1_1.jpg"
"VR06605"	"10K White Gold Diamond Wedding Band Set 0.79 Ctw"	"This elegant wedding band set is handcrafted in highly polished 10K white gold. The center of the engagement ring measures to 3/8 inches in width and the matching womens wedding band measures to 3/16 inches in width. The bridal set comes with an additional mens wedding band comes with small round cut diamonds and measures to 1/4 inches in width. Weighing approximately 9 grams, this three ring wedding set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr06605-4.jpg"	""	"0.79 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"2200.0000"	"734.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6782/s/10k-white-gold-diamond-wedding-band-set-0-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06605-4.jpg"
"VR03009"	"10K Yellow Gold Diamond Wedding Band Set 1.42 Ctw"	"This glamorous wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 1/2 inches in width and its matching wedding band measures to 1/4 inches in width. The bridal set comes with an additional mens wedding band which is also detailed with numerous small round cut diamonds and measures to 1/4 inches in width. Weighing approximately 8.8 grams, this exquisite three ring wedding ring set is an ideal gift for both him and her. "	"Diamond Ring Set"	"/v/r/vr03009-1_1.jpg"	""	"1.42 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"3100.0000"	"1034.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6785/s/10k-yellow-gold-diamond-wedding-band-set-1-42-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03009-1_1.jpg"
"VR04315"	"10K Yellow Gold Diamond Wedding Band Set 0.55 Ctw"	"This elegant wedding band set is handcrafted in 10K yellow gold. The engagement ring measures to 7/16 inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and is also set with small round cut diamonds. The bridal set comes with a mens wedding band which which measures to 3/16 inches in width. Weighing approximately 6.8 grams, this three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr04315-1_2.jpg"	""	"0.55 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"1760.0000"	"589.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6791/s/10k-yellow-gold-diamond-wedding-band-set-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04315-1_2.jpg"
"VR04315A"	"10K White Gold Diamond Wedding Band Set 0.55 Ctw"	"This elegant wedding band set is handcrafted in 10K white gold. The engagement ring measures to 7/16 inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and is also set with small round cut diamonds. The bridal set comes with a mens wedding band which which measures to 3/16 inches in width. Weighing approximately 6.8 grams, this three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr04315a-1_1.jpg"	""	"0.55 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1760.0000"	"589.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6792/s/10k-white-gold-diamond-wedding-band-set-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04315a-1_1.jpg"
"VR04311"	"10K Yellow Gold Diamond Wedding Band Set 0.75 Ctw"	"This glamorous wedding band set is handcrafted in 10K yellow gold. The engagement ring measures to 7/16 inches in width and comes with a matching womens wedding band which measures to 3/16 inches in width. The bridal set is detailed with an additional mens wedding band which measures to 1/4 inches in width. Weighing approximately 7.8 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr04311-1_1.jpg"	""	"0.75 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"2175.0000"	"725.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6794/s/10k-yellow-gold-diamond-wedding-band-set-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04311-1_1.jpg"
"VR04311A"	"10K White Gold Diamond Wedding Band Set 0.75 Ctw"	"This glamorous wedding band set is handcrafted in 10K white gold. The engagement ring measures to 7/16 inches in width and comes with a matching womens wedding band which measures to 3/16 inches in width. The bridal set is detailed with an additional mens wedding band which measures to 1/4 inches in width. Weighing approximately 7.8 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr04311a-1_1.jpg"	""	"0.75 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"2175.0000"	"729.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6795/s/10k-white-gold-diamond-wedding-band-set-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04311a-1_1.jpg"
"VR03792"	"10K Yellow Gold Diamond Wedding Band Set 0.36 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 5.8 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr03792-1_1.jpg"	""	"0.36 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"1375.0000"	"459.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6796/s/10k-yellow-gold-diamond-wedding-band-set-0-36-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03792-1_1.jpg"
"VR03075A"	"10K White Gold Diamond Wedding Band Set 0.50 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"Diamond Ring Set"	"/v/r/vr03075a-1_2.jpg"	""	"0.50 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1570.0000"	"529.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6797/s/10k-white-gold-diamond-wedding-band-set-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03075a-1_2.jpg"
"VR03719A"	"10K White Gold Diamond Wedding Band Set 0.69 Ctw"	"This one of a kind wedding band set is handcrafted in lustrous 10K white gold. The center of the engagement ring measures to 5/16 inches in width and comes with a matching womens wedding band which measures to 3/16 inches in width. The mens wedding band measures to 3/8 inches in width and is also detailed with numerous small round cut diamonds. Weighing approximately 7 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr03719a-1_1.jpg"	""	"0.69 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1950.0000"	"649.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6798/s/10k-white-gold-diamond-wedding-band-set-0-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03719a-1_1.jpg"
"VR04086"	"10K Yellow Gold Diamond Wedding Band Set 0.56 Ctw"	"Gleaming in absolute perfection, this wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 1/4 inches in width and it comes with a matching womens wedding band which measures to 1/8 inches in width. The bridal set also features one mens wedding band which measures to 3/16 inches in width. Weighing approximately 8.1 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr04086-1_1.jpg"	""	"0.56 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	"1990.0000"	"664.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6867/s/10k-yellow-gold-diamond-wedding-band-set-0-56-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04086-1_1.jpg"
"VR04086A"	"10K White Gold Diamond Wedding Band Set 0.56 Ctw"	"Gleaming in absolute perfection, this wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 1/4 inches in width and it comes with a matching womens wedding band which measures to 1/8 inches in width. The bridal set also features one mens wedding band which measures to 3/16 inches in width. Weighing approximately 8.1 grams, this three ring wedding band set is an ideal gift for both him and her."	"Diamond Ring Set"	"/v/r/vr04086a-1_1.jpg"	""	"0.56 Ctw"	""	"White"	"10K Gold"	"Micro Pave"	"1990.0000"	"669.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6868/s/10k-white-gold-diamond-wedding-band-set-0-56-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04086a-1_1.jpg"
"VR01313"	"10K Yellow Gold Diamond Wedding Band Set 0.46 Ctw"	"This elegant wedding band set is handcrafted in 10K yellow gold. The engagement ring measures to 5/16 inches in width and comes with a matching womens wedding band which measures to 1/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 3/16 inches in width. Weighing approximately 9.5 grams, this three ring diamond wedding band set is an ideal accessory for both him and her. "	"Diamond Ring Set"	"/v/r/vr01313-1_1.jpg"	""	"0.46 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	"2100.0000"	"700.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6869/s/10k-yellow-gold-diamond-wedding-band-set-0-46-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr01313-1_1.jpg"
"VR03733"	"10K Yellow Gold Diamond Wedding Band Set 0.95 Ctw"	"This one of a kind wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 3/8 inches in width and the matching womens wedding band measures to 3/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 7/16 inches in width. Weighing approximately 13.8 grams, this large wedding band set is an ideal gift for both men and women."	"Diamond Ring Set"	"/v/r/vr03733-1_1.jpg"	""	"0.95 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	"3450.0000"	"1150.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6870/s/10k-yellow-gold-diamond-wedding-band-set-0-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03733-1_1.jpg"
"VR03733A"	"10K White Gold Diamond Wedding Band Set 0.95 Ctw"	"This one of a kind wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the matching womens wedding band measures to 3/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 7/16 inches in width. Weighing approximately 13.8 grams, this large wedding band set is an ideal gift for both men and women."	"Diamond Ring Set"	"/v/r/vr03733a-1_1.jpg"	""	"0.95 Ctw"	""	"White"	"10K Gold"	"Micro Pave"	"3450.0000"	"1149.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6871/s/10k-white-gold-diamond-wedding-band-set-0-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03733a-1_1.jpg"
"VR05363"	"10K Yellow Gold Diamond Wedding Band Set 0.39 Ctw"	"This one of a kind wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 1/4 inches in width and the matching womens wedding band measures to 1/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 1/4 inches in width. Weighing approximately 6.5 grams, this elegant wedding band set is ideal for both men and women."	"Diamond Ring Set"	"/v/r/vr05363-1_2.jpg"	""	"0.39 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	"1540.0000"	"514.0000"	""	"1.0000"	""	"H"	"SI1 , SI2"	"Round "	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/6872/s/10k-yellow-gold-diamond-wedding-band-set-0-39-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05363-1_2.jpg"
