"Mfr Part # "	"Manufacturer"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"Product URL"	"Image URL"	"Stock Status"	"Promotional Message"
"BR0010"	"Avianne & Co"	"14K White Gold Womens Diamond Bracelet 1.69 Ctw"	"This lovely womens diamond bracelet is crafted in lustrous 14K White Gold. The uniquely designed links are tension set with small princess cut diamonds and are connected with rows of small yellow round cut diamonds. This womens diamond bracelet  gleams with simplicity and elegance."	"Diamond Bracelet"	1667	"new"	5000	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Colored Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1598/s/14k-white-gold-womens-diamond-bracelet-1-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br0010-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR049"	"Avianne & Co"	"14K White Gold Womens Diamond Circle Bracelet 1.40 Ctw"	"This lovely womens diamond bracelet is crafted in lustrous 14K White Gold. The bracelet features circles which are outlined with small pave set round cut diamonds. The length of this bracelet is 7 Inches long and it comes with extra links which add an extra half inch to the length. This charming womens diamond bracelet is an ideal addition to your diamond collection. "	"Diamond Bracelet"	1459	"new"	4375	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1599/s/14k-white-gold-womens-diamond-circle-bracelet-1-40-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br049.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR1075"	"Avianne & Co"	"14K White Gold Womens Diamond Bracelet 0.28 Ctw"	"This charming womens diamond bracelet is crafted in highly polished 14K White Gold. The band is highlighted with seven round cut diamonds which are held by bezel settings. It securely locks with a slide in hidden clasp with a safety latch on a side. The approximately weight of this womens diamond bracelet is 11 grams. "	"Diamond Bracelet"	814	"new"	2440	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1603/s/14k-white-gold-womens-diamond-bracelet-0-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br1075-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"TPP235"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Journey Pendant 0.65 Ctw"	"This lovely journey pendant features three large princess cut diamonds held by square prong settings. The frame is crafted in lustrous 14K yellow gold. This charming white gold womens diamond journey pendant is an ideal gift for that someone special. The chain is for illustration purposes only and may be purchased separately. Also available in white gold. "	"Diamond Pendant"	717	"new"	2150	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Journey Pendants >Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/1605/s/14k-white-gold-womens-diamond-journey-pendant-1-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//t/p/tpp235-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR6624"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Tennis Bracelet 1.00 Ctw"	"This elegant womens tennis bracelet is prong set with small round cut diamonds. The frame is crafted in highly polished 14K Yellow Gold and securely locks with a slide in hidden clasp with one secure latch from the side. This featured yellow gold womens diamond bracelet weighs approximately 7 grams. "	"Diamond Bracelet"	375	"new"	1125	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1607/s/14k-yellow-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR-22"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Tennis Bracelet 0.95 Ctw"	"This elegantly designed womens diamond bracelet is bezel set with small round cut diamonds. The frame is crafted in highly polished 14K Yellow Gold and securely locks with a slide in clasp with one safety latch from the side. This exquisite womens diamond bracelet bracelet gleams with simplicity and sophistication."	"Diamond Bracelet"	1417	"new"	4250	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1608/s/14k-yellow-gold-womens-diamond-bracelet-0-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br-22-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR0101"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Bracelet 1.00 Ctw"	"This elegant womens diamond bracelet is crafted in highly polished 14K Yellow Gold. Small princess cut diamonds are invisibly set across the bracelet, totaling to 1.00 carats. The frame of this alluring womens diamond bracelet  securely locks with a slide in clasp with one safety latch from the side. "	"Diamond Bracelet"	1659	"new"	4975	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1609/s/14k-yellow-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br0101-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR138"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Bracelet 1.00 Ctw"	"This uniquely designed womens diamond bracelet is bezel set with ten round cut diamonds. The frame is crafted in 14K Yellow Gold and securely locks with a slide in hidden clasp with one safety latch on the side. This lovely womens diamond bracelet weighs approximately 14 grams. "	"Diamond Bracelet"	1334	"new"	4000	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1610/s/14k-white-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br138-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR1250"	"Avianne & Co"	"18K Yellow Gold Womens Diamond Bracelet 0.38 Ctw"	"This exquisite womens diamond bracelet is crafted in highly polished 18K Yellow Gold. Two yellow gold links are attached to one prong set round cut diamond. Fifteen prong set round cut diamonds are featured on a white gold frame. The frame locks with a hidden clasp and one safety latch for extra security. Express your sense of style and elegance with this alluring womens diamond bracelet which weighs approximately 14 grams. "	"Diamond Bracelet"	1250	"new"	3750	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1611/s/18k-yellow-gold-womens-diamond-bracelet-0-38-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br1250-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"T10363D"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Bracelet 1.66 Ctw"	"This alluring womens diamond bracelet is crafted in highly polished 14K Yellow Gold. Eleven flowers are carved out across the fame and outlined with brilliant pave set round cut diamonds. It locks with a hidden slide in clasp with two safety latches for extra security. Showcase your sense of fashion and elegance with this exquisite womens diamond bracelet which weighs approximately 12.4 grams.  "	"Diamond Bracelet"	1459	"new"	4375	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1612/s/14k-yellow-gold-womens-diamond-bracelet-1-66-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//t/1/t10363d-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR-63"	"Avianne & Co"	"14K White Gold Womens Diamond Tennis Bracelet 1.25 Ctw"	"This lovely womens diamond tennis bracelet is crafted i lustrous 14K White Gold. Small round cut diamond are carefully prong set across the 7 1/4 Inch bracelet. It securely locks with a slide in clasp with one safety latch on a side. This charming diamond tennis bracelet  is ideal for an every day casual wear. "	"Diamond Bracelet"	1084	"new"	3250	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1618/s/14k-white-gold-womens-diamond-bracelet-1-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br-63-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR1150"	"Avianne & Co"	"14K White Gold Womens Diamond  Bracelet 0.20 Ctw"	"This charming womens  bracelet is crafted in lustrous 14K White Gold. Seven lovely flowers are bezel set with seven small round cut diamonds which are placed across a 7 1/4 Inch bracelet. It locks with a slide in hidden clasp with one safety latch from one side for extra security. This finely detailed womens diamond bracelet weighs approximately 7.3 grams. "	"Diamond Bracelet"	659	"new"	1975	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1620/s/14k-white-gold-womens-diamond-flower-bracelet-0-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br1150-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BM180"	"Avianne & Co"	"18K White Gold Womens Diamond Tennis Bracelet 1.71 Ctw"	"This delicate womens diamond tennis bracelet is crafted in highly polished 18K White Gold. Small round cut diamonds are prong set across the 7 1/8 Inch bracelet which weighs approximately 6.2 grams. It securely locks with a durable slide in clasp with two safety latches from opposite sides. "	"Diamond Bracelet"	1500	"new"	4500	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1624/s/18k-white-gold-womens-diamond-bracelet-1-71-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/m/bm180-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BM188"	"Avianne & Co"	"18K White Gold Womens Diamond Bracelet 1.95 Ctw"	"This delicate womens diamond bracelet is crafted in highly polished 18K White Gold. Small round cut diamonds are prong set across the 7 1/8 Inch bracelet which weighs approximately 5.4 grams. It securely locks with a durable slide in clasp with two safety latches from opposite sides. This one of a kind womens diamond bracelet gleams with sophistication and loveliness. "	"Diamond Bracelet"	1667	"new"	5000	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1625/s/18k-white-gold-womens-diamond-bracelet-1-71-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/m/bm188-11.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"T12326D"	"Avianne & Co"	"14K White Gold Womens Diamond Bracelet 1.46 Ctw"	"This elegant womens diamond bracelet is crafted in lustrous 14K White Gold. Small pave set round cut diamonds are carefully placed across the 7 Inch bracelet. This white gold womens diamond bracelet securely locks with a slide in clasp with one safety latch. "	"Diamond Bracelet"	1417	"new"	4250	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1627/s/14k-white-gold-womens-diamond-bracelet-1-46-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//t/1/t12326d-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"T12157D"	"Avianne & Co"	"14K White Gold Womens Diamond Bracelet 0.55 Ctw"	"This exquisite womens diamond bracelet is crafted in highly polished 14K White Gold. Numerous small round cut diamonds are carefully placed across the bracelet. It securely locks with a toggle clasp which is also pave set with small round cut diamonds. This elegant womens diamond bracelet is an ideal accessory for an every day casual wear."	"Diamond Bracelet"	615	"new"	1845	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1629/s/14k-white-gold-womens-diamond-bracelet-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//t/1/t12157d-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR12"	"Avianne & Co"	"14K Two Tone Womens Diamond Bracelet 1.00 Ctw"	"This elegant womens diamond bracelet is crafted in both 14K white and yellow gold. Small baguette cut diamonds are carefully channel set across the 7 1/2 Inch bracelet. The frame of this two tone womens diamond bracelet  locks with a durable slide in clasp with one safety latch on the side. "	"Diamond Bracelet"	470	"new"	1410	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1630/s/14k-two-tone-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br12-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BR1254"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Tennis Bracelet 1.25 Ctw"	"This elegant womens diamond tennis bracelet is crafted in highly polished 14K Yellow Gold. The links are prong set with small round cut diamonds which are carefully placed across the bracelet. this featured diamond tennis bracelet locks with a durable slide in clasp with one safety latch from the side. "	"Diamond Bracelet"	1334	"new"	4000	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/1631/s/14k-yellow-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br1254-1_3.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5562"	"Avianne & Co"	"14K Yellow Gold Diamond Solitaire Engagement Ring 0.26 Ctw"	"This simple yet elegant diamond solitaire engagement  ring is crafted in 14K Yellow Gold. The center is prong set with one round cut diamond which weighs 0.26 carats. Gleaming with simplicity, this elegant diamond solitaire engagement ring is an ideal gift at a very affordable value. "	"Diamond Ring"	450	"new"	1350	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Diamond Engagement Rings>Root Catalog>Wedding>Engagement>Solitaire Engagement Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1648/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-31-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9574copy.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5563"	"Avianne & Co"	"14K Yellow Gold Diamond Solitaire Engagement Ring 0.30 Ctw"	"This simple yet elegant diamond solitaire engagement ring is crafted in 14K Yellow Gold. The center is prong set with one round cut diamond which weighs 0.30 carats. This one of a kind diamond solitaire engagement ring is an ideal gift at a very affordable price. "	"Diamond Ring"	509	"new"	1525	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Diamond Engagement Rings>Root Catalog>Wedding>Engagement>Solitaire Engagement Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1649/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-31-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9594copy.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5560"	"Avianne & Co"	"14K Yellow Gold Diamond Solitaire Engagement Ring 0.30 Ctw"	"This simple yet elegant diamond solitaire engagement ring is crafted in 14K Yellow Gold. The center is prong set with one pear shape cut diamond which weighs 0.30 carats. This exquisite diamond solitaire engagement ring is an ideal gift at a very affordable price.  "	"Diamond Ring"	300	"new"	900	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Diamond Engagement Rings>Root Catalog>Wedding>Engagement>Solitaire Engagement Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1650/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-31-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9577copy_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R21345"	"Avianne & Co"	"14K Yellow Gold Mens Diamond Ring 1.19 Ctw"	"Crafted in highly polished 14K Yellow Gold, this featured mens diamond seven cluster stone ring weighs approximately 9.6 grams. The seven cluster stone design is featured in the center and highlighted with seven brilliant pave set round cut diamonds. This finely detailed mens diamond ring ring is an ideal accessory for a special night out."	"Diamond Ring"	1400	"new"	4200	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1651/s/14k-yellow-gold-mens-diamond-seven-cluster-stone-ring-1-19-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_238.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R2134"	"Avianne & Co"	"14K Yellow Gold Mens Diamond Ruby Ring 1.70 Ctw"	"This one of a kind mens diamond ring is crafted in highly polished 14K Yellow Gold and weighs approximately 8 grams. The center is prong set with three round cut diamonds and eight emerald cut rubies which total to 1.20 carats. This finely detailed mens diamond ring gleams with uniqueness and beauty. "	"Gemstone Ring"	667	"new"	2000	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1652/s/14k-yellow-gold-mens-diamond-ring-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r2134-2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R44125"	"Avianne & Co"	"14K White Gold Three Stone Diamond Anniversary Ring 0.36 Ctw"	"This delicate diamond anniversary ring is crafted in highly polished 14K White Gold. The center is highlighted with three princess cut diamonds and three channel set round cut diamonds on opposite sides. This simple yet extremely elegant diamond anniversary ring is an ideal gift at a very affordable price."	"Diamond Ring"	417	"new"	1250	"Root Catalog>Wedding>Root Catalog>Wedding>Anniversary>Three-Stone Diamond Rings>Root Catalog>Wedding>Anniversary"	"http://www.avianneandco.com/store/catalog/product/view/id/1653/s/14k-white-gold-diamond-engagement-ring-0-36-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9570copy.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R21347"	"Avianne & Co"	"14K White Gold Diamond Bridal Ring Set 0.34 Ctw"	"This exquisite diamond bridal ring set is crafted in highly polished 14K White Gold. The engagement ring features one round cut diamond and small round cut diamonds as side stones. The matching wedding band, which interlocks with the engagement ring, is set with brilliant round cut diamonds. The width of the engagement ring is approximately 1/8 Inches. This womens diamond bridal ring set is an ideal gift at a very affordable price. "	"Diamond Ring"	500	"new"	1500	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/1655/s/14k-white-gold-womens-diamond-bridal-ring-set-0-34-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9618copy.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5559"	"Avianne & Co"	"14K Yellow Gold Diamond Bridal Ring Set 0.59 Ctw"	"This exquisite diamond bridal ring set is crafted in lustrous 14K Yellow Gold. The engagement ring features one prong set marquise cut diamond with small channel set round cut diamonds as side stones. The matching interlocking wedding band is also highlighted with small prong set round cut diamonds. This exquisite diamond ring set gleams with beauty and sophistication"	"Diamond Ring"	717	"new"	2150	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/1656/s/14k-yellow-gold-diamond-bridal-ring-set-0-59-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9630copy.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER4659"	"Avianne & Co"	"14K White Gold Diamond Stud Earrings 1.49 Ctw"	"These exclusive diamond earring studs are crafted in lustrous 14K White Gold. The center is adorned with princess and round cut diamonds which are carefully placed on the frame. The back securely closes with a screw back closure. These fine unisex diamond earring studs are ideal for both men and women. "	"Diamond Earring"	1667	"new"	5000	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1699/s/14k-white-gold-unisex-diamond-earrings-1-49-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er4659-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER4500A"	"Avianne & Co"	"14K Yellow Gold Diamond Stud Earrings 0.92 Ctw"	"These one of a kind diamond unisex earring studs are crafted in 14K Yellow Gold. The center is adorned with brilliant princess cut diamonds and pave set round cut diamonds on opposite sides. Each corner of the square design is bezel set with round cut diamond. These beautifully designed diamond earrings are ideal for both men and women. "	"Diamond Earring"	1259	"new"	3750	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1700/s/14k-yellow-gold-unisex-diamond-earrings-0-92-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er4500-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER4500"	"Avianne & Co"	"14K White Gold Diamond Stud Earrings 0.92 Ctw"	"These one of a kind diamond unisex diamond earring studs are crafted in 14K White Gold and weigh approximately 11 grams. The center is adorned with brilliant princess cut diamonds and pave set round cut diamonds on opposite sides. Each corner of the square design is bezel set with round cut diamond. These fine diamond earring studs are ideal for both men and women.
"	"Diamond Earring"	1584	"new"	4750	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1702/s/14k-yellow-gold-unisex-diamond-earrings-0-92-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER4500-2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER4499"	"Avianne & Co"	"14K Yellow Gold Diamond Stud Earrings 0.65 Ctw"	"These uniquely designed square diamond earring studs are crafted in lustrous 14K Yellow Gold. The center is highlighted with small invisibly set princess cut diamonds. Each corner is bezel set with one round cut diamond. These finely detailed unisex diamond earring studs are ideal for a casual or special wear."	"Diamond Earring"	1417	"new"	4250	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1703/s/14k-yellow-gold-unisex-diamond-earrings-0-65-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er4499-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER4503"	"Avianne & Co"	"14K Yellow Gold Diamond Stud Earrings 1.10 Ctw"	"These finely detailed diamond earring studs are crafted in lustrous 14K Yellow Gold. The center is adorned with small baguette cut and princess cut diamonds. Each corner is pave set with small round cut diamond. These unisex diamond earrings are ideal for both men and women. "	"Diamond Earring"	1167	"new"	3500	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1704/s/14k-yellow-gold-unisex-diamond-earrings-1-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er4503-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER6160A"	"Avianne & Co"	"14K Yellow Gold Diamond Stud Earrings 1.00 Ctw"	"These exquisite square diamond earring studs are highlighted with a seven cluster stone design in the center and rows of channel set round cut diamonds on each side. The frame is crafted in highly polished 14K Yellow Gold. These one of a kind unisex diamond earring studs weigh approximately 7.8 grams. "	"Diamond Earring"	799	"new"	2375	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1706/s/14k-yellow-gold-unisex-diamond-earring-studs-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er6160-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER6160B"	"Avianne & Co"	"14K Rose Gold Diamond Stud Earrings 1.00 Ctw"	"These exquisite square diamond earring studs are highlighted with seven cluster stone design in the center and rows of channel set round cut diamonds on each side. The frame is crafted in highly polished 14K Rose Gold. These unisex diamond earring studs weigh approximately 7.8 grams. "	"Diamond Earring"	799	"new"	2375	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1707/s/14k-yellow-gold-unisex-diamond-earring-studs-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER6160B-2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ER6160"	"Avianne & Co"	"14K White Gold Diamond Stud Earrings 1.00 Ctw"	"These exquisite square diamond stud earrings are highlighted with a seven cluster stone design in the center and rows of channel set round cut diamonds on each side. The frame is crafted in highly polished 14K White Gold. These diamond earrings are ideal for both men and women."	"Diamond Earring"	1117	"new"	3350	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/1708/s/14k-yellow-gold-unisex-diamond-earring-studs-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er6160-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
