"Manufacturer Part #"	"Manufacturer"	"Product Name"	"Product Description"	"Category: Nextag Numeric ID"	"Price"	"Product Condition"	"MSRP"	"Stock Status"	"Click-Out URL"	"Image URL"
"BR281"	"Avianne & Co"	"14K Yellow Gold Mens Cuban Bracelet 8"" 5 mm"	"Simple yet elegant, this mens cuban bracelet is handcrafted in lustrous 14K yellow gold. Its frame measures to 8 Inches in length and 3/16 Inches in width. Weighing approximately 21 grams, this mens cuban bracelet securely locks with a small box clasp and one safety latch from the opposite side. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	910	"new"	2730	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5394/s/14k-yellow-gold-mens-cuban-bracelet-8-5-mm/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br281-1.jpg"
"R4210"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Emerald Ring 0.35 Ctw"	"This elegant womens diamond emerald ring is crafted in 14K yellow gold. The center is prong set with three small green emerald gemstones which total to 0.10 carats. The stones are surrounded with round cut white diamonds which are G in color and VS in clarity. The frame measures to 1/2 inches in length and weighs approximately 4 grams. This lovely diamond emerald ring is an ideal accessory at an affordable value. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	500	"new"	1500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5405/s/14k-yellow-gold-womens-diamond-emerald-ring-0-35-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4210-1.jpg"
"C7704"	"Avianne & Co"	"14K Yellow Gold Mens Diamond Cufflinks 0.04 Ctw"	"These elegant mens diamond cufflinks are crafted in 14K yellow gold. Each circle features mother of pearl disks which are bezel set with one small round cut brilliant diamond. The frame measures to 1 1/8 Inches in width and 1/2 Inches in width. Weighing approximately 7.7 grams, these uniquely designed mens diamond cufflinks guarantee any onlookers attention. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	950	"new"	2850	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5407/s/14k-yellow-gold-mens-diamond-cufflinks-0-04-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//c/7/c7704-3.jpg"
"P1303"	"Avianne & Co"	"14K Rose Gold Diamond Tuxedo Shirt Stud 0.03 Ctw"	"This antique in appearance mens tuxedo shirt stud is crafted in lustrous 14K rose gold. The center is set with one round mother of pearl disk which is bezel set with one brilliant small round cut diamond. The frame measures to 1 1/4 inches in length and the center measures to 5/16 inches in diameter. Weighing approximately 1.3 grams, this elegant tuxedo shirt stud guarantees any onlookers attention. NOTE: The second pin is for illustration purposes ONLY and may be purchased separately as a set. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	334	"new"	1000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5410/s/14k-rose-gold-diamond-tuxedo-shirt-stud-0-03-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1303-1.jpg"
"R5010"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Wedding Band 0.10 Ctw"	"Gleaming with simplicity and elegance, this womens diamond wedding band is handcrafted in lustrous 14K yellow gold. The center is set with three small brilliant round cut diamonds which are G in color and VS in clarity. The frame measures to 1/4 Inches in width and weighs approximately 5 grams. This classic womens diamond wedding band is an ideal gift at an affordable value. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	550	"new"	1650	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5411/s/14k-yellow-gold-womens-diamond-wedding-band-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5010-1.jpg"
"SET-11"	"Avianne & Co"	"10K Yellow Gold Womens Diamond Sapphire Jewelry Set 5.21 Ctw"	"This exquisite diamond sapphire jewelry set is crafted in 10K yellow gold. Each earring is prong set with one pear shape black sapphire and three round cut diamonds. The earrings measure to 15/16 Inches in length and securely lock with push back closures. The set comes with a matching bracelet which is also prong set with thirteen oval shape black sapphires and small round cut diamonds placed between them. The bracelet measures to 7 Inches in length and securely locks with a durable lobster claw clasp. Weighing approximately 8 grams, this jewelry set gleams with elegance and sophistication."	"Diamond Jewelry Set "	417	"new"	1250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5420/s/10k-yellow-gold-womens-diamond-sapphire-jewelry-set-5-21-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/set-11-1.jpg"
16765	"Avianne & Co"	"Gucci I-Gucci Digital Mens Watch YA114212"	"New addition to our watch collection, this one of a kind mens I-Gucci Digital watch features a uniquely designed stainless steel case. The multiple time zone dial features two types of displays which could be switched from numerical to an analog display. 44 mm in diameter, the case features sapphire crystal dial. The red GG rubber band measures to 1 Inches in width and securely locks with a stainless steel deployment clasp with two push bottons on opposite sides. "	"REMOVE"	1299	"new"	1395	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5433/s/gucci-i-gucci-mens-digital-watch-ya114212/"	"http://www.avianneandco.com/store/media/catalog/product//1/6/16765-1.jpg"
16766	"Avianne & Co"	"Gucci I-Gucci Digital Womens Watch YA114401"	"The new addition to our Luxury Watches collection, this uniquely designed womens I-Gucci Digital watch features an elegant in appearance stainless steel round case. The black digital dial features multiple time zones, alarm clock, and day/date displays. The polished case measures to 38 mm in diameter and is held with GG black rubber band which securely locks with a stainless steel deployment clasp with two push bottons from opposite sides. "	"REMOVE"	1189	"new"	1195	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5434/s/gucci-i-gucci-digital-womens-watch-ya114401/"	"http://www.avianneandco.com/store/media/catalog/product//1/6/16766-1.jpg"
"16766P"	"Avianne & Co"	"Gucci I-Gucci Digital Womens Watch YA114404"	"The new addition to our Luxury Watches collection, this uniquely designed womens I-Gucci Digital watch features an elegant in appearance stainless steel round case. The black digital dial features multiple time zones, alarm clock, and day/date displays. The polished case measures to 38 mm in diameter and is held with GG lavender rubber band which securely locks with a stainless steel deployment clasp with two push bottons from opposite sides. "	"REMOVE"	1189	"new"	1195	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5435/s/gucci-i-gucci-digital-womens-watch-ya114404/"	"http://www.avianneandco.com/store/media/catalog/product//1/6/16766p-1.jpg"
"16766W"	"Avianne & Co"	"Gucci I-Gucci Digital Womens Watch YA114403"	"The new addition to our Luxury Watches collection, this uniquely designed womens I-Gucci Digital watch features an elegant in appearance stainless steel round case. The black digital dial features multiple time zones, alarm clock, and day/date displays. The polished case measures to 38 mm in diameter and is held with GG whiye rubber band which securely locks with a stainless steel deployment clasp with two push bottons from opposite sides. "	"REMOVE"	1189	"new"	1195	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5436/s/gucci-i-gucci-digital-womens-watch-ya114403/"	"http://www.avianneandco.com/store/media/catalog/product//1/6/16766w-1.jpg"
"VE22650E"	"Avianne & Co"	"10K Gold Black Rhodium Plated Diamond Stud Earrings with Black Diamonds 1.26 Ctw"	"These uniquely designed diamond stud earrings are crafted in 10K white gold and plated in black rhodium. The center of each earring is pave set with brilliant round cut black diamonds. The frame measures to 3/8 Inches in length and width and securely locks with durable screw back closure. Weighing approximately 3.9 grams, these earrings are ideal for an every day casual or special wear. "	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	734	"new"	2200	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5446/s/10k-gold-black-rhodium-plated-stud-earrings-with-black-diamonds-1-26-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/e/ve22650e-1.jpg"
"VE23050E"	"Avianne & Co"	"10K Gold Black Rhodium Plated Diamond Stud Earrings with Black Diamonds 1.51 Ctw"	"These large diamond stud earrings are crafted in 10K white gold and plated in black rhodium. The frame is pave set with small round cut black diamonds which total to 1.51 carats. The frame measures to 1/2 inches in length and width and securely locks with screw back closure. Weighing approximately 6.3 grams, these earrings are ideal for an every day casual or special wear."	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	934	"new"	2800	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5448/s/10k-gold-black-rhodium-plated-diamond-stud-earrings-with-black-diamonds-1-51-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/e/ve23050e-1_1_1.jpg"
"VE23090E"	"Avianne & Co"	"10K Gold Black Rhodium Plated Diamond Stud Earrings with Black Diamonds 1.51 Ctw"	"These uniquely designed mens diamond stud earrings are crafted in 10k white gold and plated in black rhodium. The center of both earrings are pave set with black round cut diamonds which total to 1.51 carats. The frame measures to 1/2 inches in length and width and securely locks with screw back closure. Weighing approximately 7.7 grams, these diamond stud earrings are ideal for an every day casual or special wear. "	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	950	"new"	2850	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5449/s/10k-gold-black-rhodium-plated-diamond-stud-earrings-with-black-diamonds-1-51-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/e/ve23090e-1.jpg"
"VE23110E"	"Avianne & Co"	"10K Gold Black Rhodium Plated Mens Diamond Stud Earrings with Black Diamonds 0.76 Ctw"	"These glamorous mens diamond stud earrings are crafted in 10K white gold and plated in black rhodium. The center is set with round cut black diamonds which total to 0.75 Ctw. The frame measures to 1/2 inches in length and width and securely locks with screw back closures. Weighing approximately 5.7 grams, these earrings are ideal for a special night out. "	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	667	"new"	2000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5450/s/10k-gold-black-rhodium-plated-mens-diamond-stud-earrings-0-76-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/e/ve23110e-1.jpg"
"VE23080E"	"Avianne & Co"	"10K Gold Black Rhodium Plated Diamond Stud Earrings with Black Diamonds 1.04 Ctw"	"These diamond stud earrings are crafted in 10k white gold and plated in black rhodium. The center is pave set with black round cut brilliant diamonds which total to 1.04 carats. The frame measures to 1/2 inches in length and width and securely locks with screw back closure. Weighing approximately 5.4 grams, these diamond stud earrings are ideal for an every day casual or special wear."	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	934	"new"	2800	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5451/s/10k-gold-black-rhodium-plated-diamond-stud-earrings-with-black-diamonds-1-04-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/e/ve23080e-1_1.jpg"
"ER1251"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Earrings 0.25 Ctw"	"These glamorous womens diamond earrings are handcrafted in lustrous 14K yellow gold. The frame of each earring is set with seven brilliant round cut diamonds which are G in color and VS in clarity. The frame measures to 3/4 Inches in length and 3/8 Inches in width. Weighing approximately 10 grams, these one of a kind womens diamond earrings securely lock with omega clasp closure. "	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5455/s/14k-yellow-gold-womens-diamond-earrings-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er1251-2.jpg"
"R7107"	"Avianne & Co"	"10K Yellow Gold Mens Diamond Ring 0.75 Ctw"	"This exquisite mens diamond ring is crafted in lustrous 10K yellow gold. The center is adorned with small round cut white diamonds which total to 0.75 carats. The frame measures to 5/8 inches in width and weighs approximately 7.1 grams.  This masculine diamond ring is an ideal accessory for an every day casual or special wear. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	829	"new"	2485	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5456/s/10k-yellow-gold-mens-diamond-ring-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/7/r7107-1.jpg"
"R2551"	"Avianne & Co"	"10K Yellow Gold Womens Diamond Topaz Ring 0.90 Ctw"	"This elegant womens diamond ring is crafted in 10K yellow gold. The center is set with one oval shape blue topaz which weighs a total of 0.75 carats. The gemstone is surrounded with small round cut diamonds which are G in color and VS in clarity. Measuring to 3/8 Inches in width, this womens diamond ring is an ideal addition to your jewelry diamond collection."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	375	"new"	1125	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5458/s/10k-yellow-gold-womens-diamond-topaz-ring-0-90-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r2551-1.jpg"
"R5514"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Ring 0.50 Ctw"	"This elegant womens diamond ring is crafted in 14K yellow gold. The frame is set with small round cut diamonds which are G in color and VS in clarity. The frame measures to 3/16 inches in width and weighs approximately 5 grams. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	750	"new"	2250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5459/s/14k-yellow-gold-womens-diamond-ring-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5514-1.jpg"
"R13110"	"Avianne & Co"	"10K Yellow Gold Diamond Solitaire Engagement Ring 0.13 Ctw"	" This elegant diamond solitaire engagement ring is crafted in 10K yellow gold. The center is set with one marquise cut small diamond which weighs 0.13 carats. The frame measures to 3/16 inches in width and weighs approximately 1.1 grams. This lovely diamond engagement ring is an ideal gift at an affordable value. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	225	"new"	675	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5461/s/10k-yellow-gold-diamond-solitaire-engagement-ring-0-13-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r13110-1_1.jpg"
"P225"	"Avianne & Co"	"14K Yellow Gold Womens Diamond  Heart Pendant 0.25 Ctw"	"This lovely womens diamond heart pendant is crafted in 14K yellow gold. The outside frame is set with small round cut diamonds which total to 0.25 carats. The frame measures to 3/8 inches in length and width and weighs approximately 2 grams. Elegant in appearance, this lovely diamond heart pendant comes with a matching 18 Inch 14K Yellow Gold Chain. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	325	"new"	975	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5462/s/14k-yellow-gold-womens-diamond-heart-pendant-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/2/p225-4.jpg"
"R2710"	"Avianne & Co"	"14K Yellow Gold Diamond Solitaire Engagement Ring 0.10 Ctw"	"This elegant diamond engagement ring is crafted in 14K yellow gold. The center stone is set on an inllusion setting and it weighs 0.10 carats. The frame measures to 3/16 inches in width and weighs approximately 2.7 grams. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	292	"new"	875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5463/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r2710-1.jpg"
"ER1531"	"Avianne & Co"	"14K Yellow Gold Diamond Solitaire Stud Earrings 0.31 Ctw"	"These lovely small diamond solitaire stud earrings are crafted in lustrous 14K yellow gold. Each earring is prong set with one round cut diamond which is G in color and VS in clarity. Measuring to 1/8 inches in length and width and securely locks with push back closure. Weighing approximately 1.5 grams, these elegant stud earrings are ideal for an every day casual wear. "	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5464/s/14k-yellow-gold-diamond-solitaire-stud-earrings-0-31-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er1531-1.jpg"
"ER1520"	"Avianne & Co"	"14K White Gold Womens Diamond Solitaire Stud Earrings 0.20 Ctw"	"These lovely small diamond stud earrings are crafted in 14K white gold. The center of each earring is set with one small round cut diamond which is G in color and VS in clarity. Measuring to 3/16 inches in length and width these earrings securely lock with push back closure. "	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	417	"new"	1250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5465/s/14k-white-gold-womens-diamond-solitaire-stud-earrings-0-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er1520-1.jpg"
"P2510"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Cross Pendant 1.00 Ctw"	"This lovely womens diamond cross pendant is crafted in 14K yellow gold. The center is prong set with one large diamond is set in the center and surrounded with another set of smaller diamonds which in total weigh 1.00 carats. The frame measures to 1 1/4 inches in length and 11/16 inches in width. Weighing approximately 2.5 grams, this elegant womens diamond cross pendant is an ideal addition to your diamond Religious jewelry collection.   NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5478/s/14k-yellow-gold-womens-diamond-cross-pendant-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/2/p2510-1_1.jpg"
"R2709"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Heart Ring 0.09 Ctw"	"This elegant womens diamond ring is crafted in 14K yellow gold. Five hearts are set with five small round cut diamonds which are H in color and SI in clarity. The frame measures to 3/16 inches in width and weighs approximately 2.7 grams. This lovely womens diamond heart ring is an ideal accessory at an affordable value. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	250	"new"	750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5482/s/14k-yellow-gold-womens-diamond-heart-ring-0-09-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r2709-1_1.jpg"
"P1850A"	"Avianne & Co"	"18K White Gold Womens Diamond Circle Pendant 0.50 Ctw"	"This lovely womens diamond circle pendant is crafted in 18K White Gold. The frame is outlined with small round cut diamonds which are H in color and SI in clarity. The pendant measures to 3/4 inches in diameter and weighs approximately 1.8 grams. This elegant womens diamond circle pendant is an ideal accessory for an every day casual wear. The pendant comes with a matching 16 inch white gold chain. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	625	"new"	1875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5485/s/18k-white-gold-womens-diamond-circle-pendant-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1850a-1.jpg"
"N619"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 16"""	"This elegant womens pearl necklace features 14K white gold clasp closure. The frame is detailed with round cut white cultured pearls which measure approximately 7.5 - 8 mm in diameter. The necklace measures to 16 Inches in length and 5/16 inches in width. This lovely necklace gleams with sophistication and beauty. "	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	417	"new"	1250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5496/s/14k-white-gold-womens-pearl-necklace/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n619-3.jpg"
"N616"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 16"""	"This elegant womens pearl necklace features 14K white gold clasp closure. The frame is detailed with white cultured pearls which measure to approximately 6 - 6.5 mm in diameter. The necklace measures to 16 inches in length and 1/4 inches in width. This lovely womens pearl necklace is an ideal addition to your pearl jewelry collection. "	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	217	"new"	650	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5497/s/14k-white-gold-womens-pearl-necklace/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n616-3.jpg"
"N621"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 16"""	"This elegant womens pearl necklace features 14K white gold clasp closure. The center is detailed with small white cultured pearls which measure approximately 7 - 7.5 mm in diameter. The frame measures to 16 Inches in length and 1/4 Inches in width. This lovely pearl necklace is an ideal addition to your pearl jewelry collection. "	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	334	"new"	1000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5500/s/14k-white-gold-womens-pearl-necklace/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n621-3.jpg"
"N617"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 30"" "	"This one of a kind womens pearl necklace features 14K white gold clasp closure. The center is adorned with brilliant white cultured pearls which measure approximately 7 - 7.5 mm in diameter. The frame measures to 30 inches in length and 1/4 inches in width. This long womens pearl necklace is an ideal accessory which guarantees any onlookers attention."	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	542	"new"	1625	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5501/s/14k-white-gold-womens-pearl-necklace-30/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n617-2.jpg"
"N620"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 16"" "	"This elegant womens pearl necklace features 14K white gold clasp closure. The center is detailed with brilliant white cultured pearls which measure approximately 7.5 mm in diameter. The frame measures to 16 inches in length and 1/4 inches in width. This lovely pearl necklace is an ideal accessory for a special night out."	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	334	"new"	1000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5502/s/14k-white-gold-womens-pearl-necklace-16/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n620-2.jpg"
"N615"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 16"""	"This simple womens pearl necklace features 14K white gold clasp closure. The frame is detailed with white cultured pearls which measure to approximately 5.5 in diameter. The necklace measures to 16 inches in length and 3/16 inches in width. This elegant womens pearl necklace is an ideal accessory for a special or casual wear. "	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	250	"new"	750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5503/s/14k-white-gold-womens-pearl-necklace-16/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n615-3.jpg"
"N622"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 16"""	"This handmade womens pearl necklace features 14K white gold clasp closure. The center is detailed with white cultured pearls which measure to 8 - 8.5 mm in diameter. The frame measures to 16 Inches in length and 5/16 Inches in width. This elegant womens pearl necklace is an ideal accessory for a special or casual wear. "	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	250	"new"	750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5504/s/14k-white-gold-womens-pearl-necklace-16/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n622-2.jpg"
"N623"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 18"" "	"This elegant womens pearl necklace features 14K white gold clasp closures. Round white cultured pearls are detailed all the way across the necklace and measure to approximately 7 - 7.5 mm in diameter. The frame measures to 18 Inches in length and 1/4 Inches in width. This lovely pearl necklace is an ideal accessory for an every day casual or special wear. "	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	417	"new"	1250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5505/s/14k-white-gold-womens-pearl-necklace-18/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n623-3.jpg"
"N624"	"Avianne & Co"	"14K White Gold Womens Pearl Necklace 16"""	"This elegant womens pearl necklace features 14K white gold clasp closure. Round cut white cultured pearls are detailed all the way across the frame and measures to 6.5 mm in diameter. The frame measures to 16 inches in length and 1/4 inches in width. This simple womens pearl necklace is an ideal addition to your pearl jewelry collection. "	"                 2700320 : More Categories / Clothing & Accessories / Jewelry & Watches / Necklaces "	250	"new"	750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5506/s/14k-white-gold-womens-pearl-necklace-16/"	"http://www.avianneandco.com/store/media/catalog/product//n/6/n624-3.jpg"
"BR6650"	"Avianne & Co"	"10K Two Tone Gold Womens Diamond Heart Bracelet 0.50 Ctw"	"This uniquely designed womens diamond heart bracelet is handcrafted in both 10K yellow and white gold. Only two hearts in the center are set with small round cut white diamonds which total to 0.50 carats. The frame measures to 8 Inches in length and 3/8 Inches in width. Securely locking with a slide in hidden clasp, this womens heart bracelet is an ideal gift for that special someone. "	"                 2700322 : More Categories / Clothing & Accessories / Jewelry & Watches / Bracelets & Chains "	625	"new"	1875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5530/s/10k-two-tone-gold-womens-diamond-heart-bracelet-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br6650-1_1.jpg"
"R7717"	"Avianne & Co"	"14K Yellow Gold Mens Diamond Onyx Ring 0.17 Ctw"	"This large mens diamond onyx ring is crafted in highly polished 14K yellow gold. The center is detailed with one large onyx stone. Two round cut diamond side stones are G in color, VS2 in clarity and total to 0.17 carats. The frame measures to 1/2 Inches in width and weighs approximately 7.7 grams. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	750	"new"	2250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5533/s/14k-yellow-gold-mens-diamond-onyx-ring-0-17-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/7/r7717-1.jpg"
"R4615"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Amethyst Ring 1.55 Ctw"	"This elegant womens diamond amethyst ring is crafted in highly polished 14K yellow gold. The center is prong set with one brilliant purple amethyst gemstone which totals to 1.50 carats. Small round cut side stones are set on opposite sides and total to 0.05 carats. Weighing approximately 4.6 grams, this womens gemstone ring is an ideal accessory for an every day casual or special wear. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	550	"new"	1650	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5534/s/14k-yellow-gold-womens-diamond-amethyst-ring-1-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4615-1.jpg"
"R4150"	"Avianne & Co"	"10K Yellow Gold Womens Diamond Cocktail Ring 1.50 Ctw"	"This glamorous womens diamond cocktail ring is handcrafted in 10K yellow gold. The center is adorned with brilliant round cut diamonds which total to 1.50 carats. The frame measures to 3/8 Inches in width and weighs approximately 4.5 grams. This lovely womens diamond cocktail ring is an ideal addition to your jewelry diamond collection. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	959	"new"	2875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5535/s/10k-yellow-gold-womens-diamond-cocktail-ring-1-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4150-1.jpg"
"R1720"	"Avianne & Co"	"14K Yellow Gold Diamond Solitaire Engagement Ring 0.20 Ctw"	" This elegant womens diamond solitaire engagement ring is crafted in 14K yellow gold. The center is set with one small marquise cut diamond which totals to 0.20 carats. The center measures to 1/4 inches in width and the band measures to 1/8 inches in width. Weighing approximately 1.7 grams, this lovely womens solitaire ring is an ideal gift at an affordable value. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	334	"new"	1000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5536/s/14k-yellow-gold-diamond-solitiare-engagement-ring-0-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1720-1_1_1.jpg"
10036	"Avianne & Co"	"10K Yellow Gold Mens Yellow Diamond Pinky Ring 0.95 Ctw"	"This glamorous mens yellow diamond pinky ring is crafted in lustrous 10K yellow gold. The center is highlighted with numerous brilliant round cut yellow diamonds which total to 0.95 carats. Measuring to 3/4 inches in width, this pinky ring weighs approximately 8.1 grams. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	669	"new"	1685	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/5567/s/10k-yellow-gold-mens-yellow-diamond-pinky-ring-0-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/0/10036-1.jpg"
